0.159999847,0.157999992,0.157999992,0.173000097,0.167000055,0.156000137,0.177999973,0.169000149,0.161999941,0.171000004,0.170000076,0.177999973,0.161000013,0.161999941,0.157000065,0.15899992,0.161000013,0.183000088,0.156999826,0.154000044,0.180999994,0.162999868,0.171000004,0.157000065,0.157000065,0.157000065,0.157000065,0.1650002,0.161000013,0.164000034,0.157999992,0.157999992,0.171000004,0.161999941,0.157000065,0.15899992,0.160000086,0.158000231,0.157999992,0.164000034,0.159999847,0.160000086,0.157999992,0.161000013,0.157999992,0.15899992,0.157999992,0.159999847,0.160000086,0.156000137,0.157999992,0.157000065,0.160000086,0.156999826,0.159999847,0.156999826,0.156999826,0.15899992,0.156000137,0.161000013,0.157000065,0.159000158,0.157000065,0.158000231,0.15899992,0.157000065,0.159999847,0.154999971,0.157999992,0.157999992,0.161999941,0.157000065,0.15899992,0.15899992,0.157999992,0.161000013,0.157999992,0.160000086,0.15899992,0.15899992,0.159999847,0.157999992,0.157999992,0.159999847,0.15899992,0.159000158,0.159999847,0.15899992,0.160000086,0.15899992,0.157999992,0.157999992,0.157000065,0.160000086,0.157999992,0.159000158,0.157000065,0.160000086,0.156000137,0.15899992
0.160480003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
